id	name	description	price
2761	Apple iPhone 15 Pro 1TB Gold 2023 - SKU 01	A premium smartphone with advanced camera, fast processor, OLED display and all day battery. Category: smartphone. Brand: Apple. Color: Gold. Configuration: 1TB.	1386.59
2762	Apple iPhone 14 1TB Gold 2023 - SKU 01	A reliable smartphone with sharp display, strong camera quality and smooth everyday performance. Category: smartphone. Brand: Apple. Color: Gold. Configuration: 1TB.	1423.78
2763	Apple MacBook Air M3 1TB Gold 2023 - SKU 01	A lightweight laptop for work, school, travel, coding and creative productivity. Category: laptop. Brand: Apple. Color: Gold. Configuration: 1TB.	1460.97
2764	Apple iPad Air 1TB Gold 2023 - SKU 01	A thin tablet for streaming, note taking, drawing and mobile productivity. Category: tablet. Brand: Apple. Color: Gold. Configuration: 1TB.	1497.16
2765	Samsung Galaxy S24 Ultra 1TB Gold 2023 - SKU 01	A flagship Android phone with bright display, zoom camera and high performance chipset. Category: smartphone. Brand: Samsung. Color: Gold. Configuration: 1TB.	1534.35
2766	Samsung Galaxy A55 1TB Gold 2023 - SKU 01	A mid range Android phone with AMOLED display, strong battery life and clean design. Category: smartphone. Brand: Samsung. Color: Gold. Configuration: 1TB.	1571.54
2767	Samsung Galaxy Tab S9 1TB Gold 2023 - SKU 01	A premium Android tablet for media, drawing, multitasking and business use. Category: tablet. Brand: Samsung. Color: Gold. Configuration: 1TB.	1608.73
2768	Google Pixel 8 Pro 1TB Gold 2023 - SKU 01	A camera focused Android phone with AI features and clean software experience. Category: smartphone. Brand: Google. Color: Gold. Configuration: 1TB.	1645.92
2769	Google Pixel 7a 1TB Gold 2023 - SKU 01	A compact Android phone with excellent camera quality and reliable battery life. Category: smartphone. Brand: Google. Color: Gold. Configuration: 1TB.	1682.11
2770	OnePlus 12 1TB Gold 2023 - SKU 01	A fast Android phone with smooth display, rapid charging and flagship performance. Category: smartphone. Brand: OnePlus. Color: Gold. Configuration: 1TB.	1719.30
2771	Xiaomi Redmi Note 13 Pro 1TB Gold 2023 - SKU 01	A value smartphone with large display, high resolution camera and long battery life. Category: smartphone. Brand: Xiaomi. Color: Gold. Configuration: 1TB.	1756.49
2772	Sony Xperia 1 V 1TB Gold 2023 - SKU 01	A creator focused phone with cinematic display, pro camera controls and rich audio. Category: smartphone. Brand: Sony. Color: Gold. Configuration: 1TB.	1793.68
2773	Motorola Moto G Power 1TB Gold 2023 - SKU 01	An affordable phone with large battery, simple software and dependable performance. Category: smartphone. Brand: Motorola. Color: Gold. Configuration: 1TB.	1830.87
2774	Nokia G50 1TB Gold 2023 - SKU 01	A durable smartphone with clean Android experience and reliable connectivity. Category: smartphone. Brand: Nokia. Color: Gold. Configuration: 1TB.	1867.06
2775	Dell XPS 13 1TB Gold 2023 - SKU 01	A premium ultrabook with compact chassis, sharp screen and excellent keyboard. Category: laptop. Brand: Dell. Color: Gold. Configuration: 1TB.	1904.25
2776	Dell XPS 15 1TB Gold 2023 - SKU 01	A powerful laptop for creators, developers and professionals who need extra performance. Category: laptop. Brand: Dell. Color: Gold. Configuration: 1TB.	1941.44
2777	HP Spectre x360 1TB Gold 2023 - SKU 01	A convertible laptop with touchscreen, premium design and flexible productivity modes. Category: laptop. Brand: HP. Color: Gold. Configuration: 1TB.	1978.63
2778	HP Pavilion 15 1TB Gold 2023 - SKU 01	A practical laptop for office work, study, streaming and everyday home use. Category: laptop. Brand: HP. Color: Gold. Configuration: 1TB.	2015.82
2779	Lenovo ThinkPad X1 Carbon 1TB Gold 2023 - SKU 01	A business laptop with durable build, excellent keyboard and lightweight design. Category: laptop. Brand: Lenovo. Color: Gold. Configuration: 1TB.	2052.01
2780	Lenovo Yoga 7i 1TB Gold 2023 - SKU 01	A flexible 2 in 1 laptop with touchscreen, long battery life and portable design. Category: laptop. Brand: Lenovo. Color: Gold. Configuration: 1TB.	2089.20
2781	Asus ROG Zephyrus G14 1TB Gold 2023 - SKU 01	A compact gaming laptop with strong graphics, fast display and portable power. Category: gaming laptop. Brand: Asus. Color: Gold. Configuration: 1TB.	2126.39
2782	Acer Swift Go 14 1TB Gold 2023 - SKU 01	A slim laptop for students, remote workers and productivity on the move. Category: laptop. Brand: Acer. Color: Gold. Configuration: 1TB.	2163.58
2783	Microsoft Surface Pro 9 1TB Gold 2023 - SKU 01	A detachable Windows device for tablet use, note taking and laptop workflows. Category: tablet laptop. Brand: Microsoft. Color: Gold. Configuration: 1TB.	2200.77
2784	Amazon Fire HD 10 1TB Gold 2023 - SKU 01	An affordable tablet for streaming, reading, browsing and family entertainment. Category: tablet. Brand: Amazon. Color: Gold. Configuration: 1TB.	2237.96
2785	Bose QuietComfort Ultra Headphones 1TB Gold 2023 - SKU 01	Noise cancelling wireless headphones with immersive audio and comfortable fit. Category: headphones. Brand: Bose. Color: Gold. Configuration: 1TB.	2274.15
2786	Sony WH-1000XM5 1TB Gold 2023 - SKU 01	Premium noise cancelling headphones with clear calls and long battery life. Category: headphones. Brand: Sony. Color: Gold. Configuration: 1TB.	2311.34
2787	Apple AirPods Pro 2 1TB Gold 2023 - SKU 01	Wireless earbuds with active noise cancellation, transparency mode and spatial audio. Category: earbuds. Brand: Apple. Color: Gold. Configuration: 1TB.	2348.53
2788	Samsung Galaxy Buds2 Pro 1TB Gold 2023 - SKU 01	Compact wireless earbuds with rich sound, ANC and comfortable daily wear. Category: earbuds. Brand: Samsung. Color: Gold. Configuration: 1TB.	2385.72
2789	JBL Charge 5 1TB Gold 2023 - SKU 01	Portable Bluetooth speaker with waterproof design, punchy sound and power bank feature. Category: speaker. Brand: JBL. Color: Gold. Configuration: 1TB.	2422.91
2790	Sonos Roam 1TB Gold 2023 - SKU 01	Smart portable speaker with Wi-Fi, Bluetooth and room filling sound. Category: speaker. Brand: Sonos. Color: Gold. Configuration: 1TB.	59.10
2791	Canon EOS R50 1TB Gold 2023 - SKU 01	Mirrorless camera for content creators, travel photography and sharp video recording. Category: camera. Brand: Canon. Color: Gold. Configuration: 1TB.	96.29
2792	Sony Alpha ZV-E10 1TB Gold 2023 - SKU 01	Creator focused mirrorless camera with interchangeable lenses and strong video features. Category: camera. Brand: Sony. Color: Gold. Configuration: 1TB.	133.48
2793	GoPro Hero 12 Black 1TB Gold 2023 - SKU 01	Rugged action camera for sports, travel, vlogging and stabilized video. Category: action camera. Brand: GoPro. Color: Gold. Configuration: 1TB.	170.67
2794	DJI Osmo Action 4 1TB Gold 2023 - SKU 01	Durable action camera with strong low light video and stabilization. Category: action camera. Brand: DJI. Color: Gold. Configuration: 1TB.	207.86
2795	Nintendo Switch OLED 1TB Gold 2023 - SKU 01	Portable and dockable game console with OLED screen and family friendly games. Category: game console. Brand: Nintendo. Color: Gold. Configuration: 1TB.	244.05
2796	Sony PlayStation 5 Slim 1TB Gold 2023 - SKU 01	Home game console with fast storage, 4K gaming and immersive controller feedback. Category: game console. Brand: Sony. Color: Gold. Configuration: 1TB.	281.24
2797	Microsoft Xbox Series X 1TB Gold 2023 - SKU 01	Powerful home console for 4K gaming, streaming and Game Pass titles. Category: game console. Brand: Microsoft. Color: Gold. Configuration: 1TB.	318.43
2798	Logitech MX Master 3S 1TB Gold 2023 - SKU 01	Ergonomic wireless mouse for productivity, precision scrolling and multi device control. Category: mouse. Brand: Logitech. Color: Gold. Configuration: 1TB.	355.62
2799	Logitech MX Keys S 1TB Gold 2023 - SKU 01	Low profile wireless keyboard with quiet typing, backlight and multi device pairing. Category: keyboard. Brand: Logitech. Color: Gold. Configuration: 1TB.	392.81
2800	Razer DeathAdder V3 1TB Gold 2023 - SKU 01	Lightweight gaming mouse with fast sensor, ergonomic shape and precise tracking. Category: gaming mouse. Brand: Razer. Color: Gold. Configuration: 1TB.	429.00
2801	Corsair K70 RGB Pro 1TB Gold 2023 - SKU 01	Mechanical gaming keyboard with fast switches, RGB lighting and durable build. Category: gaming keyboard. Brand: Corsair. Color: Gold. Configuration: 1TB.	466.19
2802	LG OLED C3 55 Inch 1TB Gold 2023 - SKU 01	OLED smart TV with deep blacks, fast gaming response and cinematic picture quality. Category: television. Brand: LG. Color: Gold. Configuration: 1TB.	503.38
2803	Samsung QLED Q80C 65 Inch 1TB Gold 2023 - SKU 01	Bright QLED smart TV for sports, movies, gaming and everyday streaming. Category: television. Brand: Samsung. Color: Gold. Configuration: 1TB.	540.57
2804	Sony Bravia XR A80L 1TB Gold 2023 - SKU 01	Premium OLED TV with cinematic processing, rich contrast and smart streaming apps. Category: television. Brand: Sony. Color: Gold. Configuration: 1TB.	577.76
2805	Anker 737 Power Bank 1TB Gold 2023 - SKU 01	High capacity portable charger for laptops, phones, tablets and travel. Category: power bank. Brand: Anker. Color: Gold. Configuration: 1TB.	614.95
2806	Belkin BoostCharge Pro 1TB Gold 2023 - SKU 01	Fast wireless charging stand for phones, earbuds and everyday desk use. Category: charger. Brand: Belkin. Color: Gold. Configuration: 1TB.	651.14
2807	TP-Link Archer AX55 1TB Gold 2023 - SKU 01	Wi-Fi 6 router for faster home networking, streaming and online gaming. Category: router. Brand: TP-Link. Color: Gold. Configuration: 1TB.	688.33
2808	Netgear Nighthawk AX8 1TB Gold 2023 - SKU 01	High performance router with wide coverage and fast Wi-Fi 6 connectivity. Category: router. Brand: Netgear. Color: Gold. Configuration: 1TB.	725.52
2809	Eero 6 Plus Mesh Wi-Fi 1TB Gold 2023 - SKU 01	Mesh Wi-Fi system for whole home coverage and simple network management. Category: mesh router. Brand: Eero. Color: Gold. Configuration: 1TB.	762.71
2810	Kindle Paperwhite 1TB Gold 2023 - SKU 01	Water resistant e-reader with sharp display, warm light and long battery life. Category: e-reader. Brand: Kindle. Color: Gold. Configuration: 1TB.	799.90
2811	Garmin Forerunner 265 1TB Gold 2023 - SKU 01	Running smartwatch with AMOLED display, training metrics and health tracking. Category: smartwatch. Brand: Garmin. Color: Gold. Configuration: 1TB.	836.09
2812	Apple Watch Series 9 1TB Gold 2023 - SKU 01	Smartwatch with fitness tracking, notifications, health sensors and bright display. Category: smartwatch. Brand: Apple. Color: Gold. Configuration: 1TB.	873.28
2813	Samsung Galaxy Watch6 1TB Gold 2023 - SKU 01	Android smartwatch with health tracking, notifications and everyday fitness tools. Category: smartwatch. Brand: Samsung. Color: Gold. Configuration: 1TB.	910.47
2814	Fitbit Charge 6 1TB Gold 2023 - SKU 01	Slim fitness tracker with heart rate, sleep tracking and Google app support. Category: fitness tracker. Brand: Fitbit. Color: Gold. Configuration: 1TB.	947.66
2815	Dyson V15 Detect 1TB Gold 2023 - SKU 01	Cordless vacuum with strong suction, laser dust detection and smart cleaning modes. Category: vacuum. Brand: Dyson. Color: Gold. Configuration: 1TB.	984.85
2816	iRobot Roomba j7 1TB Gold 2023 - SKU 01	Robot vacuum with obstacle detection, smart mapping and automatic cleaning schedules. Category: robot vacuum. Brand: iRobot. Color: Gold. Configuration: 1TB.	1021.04
2817	Shark Ninja Foodi DualZone 1TB Gold 2023 - SKU 01	Dual basket air fryer for fast meals, crisp texture and flexible cooking. Category: air fryer. Brand: Shark. Color: Gold. Configuration: 1TB.	1058.23
2818	Instant Pot Duo Plus 1TB Gold 2023 - SKU 01	Multi cooker for pressure cooking, slow cooking, rice, soups and easy dinners. Category: pressure cooker. Brand: Instant Pot. Color: Gold. Configuration: 1TB.	1095.42
2819	Nespresso Vertuo Next 1TB Gold 2023 - SKU 01	Capsule coffee machine for espresso, coffee and simple home brewing. Category: coffee maker. Brand: Nespresso. Color: Gold. Configuration: 1TB.	1132.61
2820	Breville Barista Express 1TB Gold 2023 - SKU 01	Home espresso machine with grinder, steam wand and cafe style drinks. Category: espresso machine. Brand: Breville. Color: Gold. Configuration: 1TB.	1169.80
2821	Apple iPhone 15 Pro 1TB Graphite 2023 - SKU 01	A premium smartphone with advanced camera, fast processor, OLED display and all day battery. Category: smartphone. Brand: Apple. Color: Graphite. Configuration: 1TB.	1206.99
2822	Apple iPhone 14 1TB Graphite 2023 - SKU 01	A reliable smartphone with sharp display, strong camera quality and smooth everyday performance. Category: smartphone. Brand: Apple. Color: Graphite. Configuration: 1TB.	1243.18
2823	Apple MacBook Air M3 1TB Graphite 2023 - SKU 01	A lightweight laptop for work, school, travel, coding and creative productivity. Category: laptop. Brand: Apple. Color: Graphite. Configuration: 1TB.	1280.37
2824	Apple iPad Air 1TB Graphite 2023 - SKU 01	A thin tablet for streaming, note taking, drawing and mobile productivity. Category: tablet. Brand: Apple. Color: Graphite. Configuration: 1TB.	1317.56
2825	Samsung Galaxy S24 Ultra 1TB Graphite 2023 - SKU 01	A flagship Android phone with bright display, zoom camera and high performance chipset. Category: smartphone. Brand: Samsung. Color: Graphite. Configuration: 1TB.	1354.75
2826	Samsung Galaxy A55 1TB Graphite 2023 - SKU 01	A mid range Android phone with AMOLED display, strong battery life and clean design. Category: smartphone. Brand: Samsung. Color: Graphite. Configuration: 1TB.	1391.94
2827	Samsung Galaxy Tab S9 1TB Graphite 2023 - SKU 01	A premium Android tablet for media, drawing, multitasking and business use. Category: tablet. Brand: Samsung. Color: Graphite. Configuration: 1TB.	1428.13
2828	Google Pixel 8 Pro 1TB Graphite 2023 - SKU 01	A camera focused Android phone with AI features and clean software experience. Category: smartphone. Brand: Google. Color: Graphite. Configuration: 1TB.	1465.32
2829	Google Pixel 7a 1TB Graphite 2023 - SKU 01	A compact Android phone with excellent camera quality and reliable battery life. Category: smartphone. Brand: Google. Color: Graphite. Configuration: 1TB.	1502.51
2830	OnePlus 12 1TB Graphite 2023 - SKU 01	A fast Android phone with smooth display, rapid charging and flagship performance. Category: smartphone. Brand: OnePlus. Color: Graphite. Configuration: 1TB.	1539.70
2831	Xiaomi Redmi Note 13 Pro 1TB Graphite 2023 - SKU 01	A value smartphone with large display, high resolution camera and long battery life. Category: smartphone. Brand: Xiaomi. Color: Graphite. Configuration: 1TB.	1576.89
2832	Sony Xperia 1 V 1TB Graphite 2023 - SKU 01	A creator focused phone with cinematic display, pro camera controls and rich audio. Category: smartphone. Brand: Sony. Color: Graphite. Configuration: 1TB.	1613.08
2833	Motorola Moto G Power 1TB Graphite 2023 - SKU 01	An affordable phone with large battery, simple software and dependable performance. Category: smartphone. Brand: Motorola. Color: Graphite. Configuration: 1TB.	1650.27
2834	Nokia G50 1TB Graphite 2023 - SKU 01	A durable smartphone with clean Android experience and reliable connectivity. Category: smartphone. Brand: Nokia. Color: Graphite. Configuration: 1TB.	1687.46
2835	Dell XPS 13 1TB Graphite 2023 - SKU 01	A premium ultrabook with compact chassis, sharp screen and excellent keyboard. Category: laptop. Brand: Dell. Color: Graphite. Configuration: 1TB.	1724.65
2836	Dell XPS 15 1TB Graphite 2023 - SKU 01	A powerful laptop for creators, developers and professionals who need extra performance. Category: laptop. Brand: Dell. Color: Graphite. Configuration: 1TB.	1761.84
2837	HP Spectre x360 1TB Graphite 2023 - SKU 01	A convertible laptop with touchscreen, premium design and flexible productivity modes. Category: laptop. Brand: HP. Color: Graphite. Configuration: 1TB.	1798.03
2838	HP Pavilion 15 1TB Graphite 2023 - SKU 01	A practical laptop for office work, study, streaming and everyday home use. Category: laptop. Brand: HP. Color: Graphite. Configuration: 1TB.	1835.22
2839	Lenovo ThinkPad X1 Carbon 1TB Graphite 2023 - SKU 01	A business laptop with durable build, excellent keyboard and lightweight design. Category: laptop. Brand: Lenovo. Color: Graphite. Configuration: 1TB.	1872.41
2840	Lenovo Yoga 7i 1TB Graphite 2023 - SKU 01	A flexible 2 in 1 laptop with touchscreen, long battery life and portable design. Category: laptop. Brand: Lenovo. Color: Graphite. Configuration: 1TB.	1909.60
2841	Asus ROG Zephyrus G14 1TB Graphite 2023 - SKU 01	A compact gaming laptop with strong graphics, fast display and portable power. Category: gaming laptop. Brand: Asus. Color: Graphite. Configuration: 1TB.	1946.79
2842	Acer Swift Go 14 1TB Graphite 2023 - SKU 01	A slim laptop for students, remote workers and productivity on the move. Category: laptop. Brand: Acer. Color: Graphite. Configuration: 1TB.	1983.98
2843	Microsoft Surface Pro 9 1TB Graphite 2023 - SKU 01	A detachable Windows device for tablet use, note taking and laptop workflows. Category: tablet laptop. Brand: Microsoft. Color: Graphite. Configuration: 1TB.	2020.17
2844	Amazon Fire HD 10 1TB Graphite 2023 - SKU 01	An affordable tablet for streaming, reading, browsing and family entertainment. Category: tablet. Brand: Amazon. Color: Graphite. Configuration: 1TB.	2057.36
2845	Bose QuietComfort Ultra Headphones 1TB Graphite 2023 - SKU 01	Noise cancelling wireless headphones with immersive audio and comfortable fit. Category: headphones. Brand: Bose. Color: Graphite. Configuration: 1TB.	2094.55
2846	Sony WH-1000XM5 1TB Graphite 2023 - SKU 01	Premium noise cancelling headphones with clear calls and long battery life. Category: headphones. Brand: Sony. Color: Graphite. Configuration: 1TB.	2131.74
2847	Apple AirPods Pro 2 1TB Graphite 2023 - SKU 01	Wireless earbuds with active noise cancellation, transparency mode and spatial audio. Category: earbuds. Brand: Apple. Color: Graphite. Configuration: 1TB.	2168.93
2848	Samsung Galaxy Buds2 Pro 1TB Graphite 2023 - SKU 01	Compact wireless earbuds with rich sound, ANC and comfortable daily wear. Category: earbuds. Brand: Samsung. Color: Graphite. Configuration: 1TB.	2205.12
2849	JBL Charge 5 1TB Graphite 2023 - SKU 01	Portable Bluetooth speaker with waterproof design, punchy sound and power bank feature. Category: speaker. Brand: JBL. Color: Graphite. Configuration: 1TB.	2242.31
2850	Sonos Roam 1TB Graphite 2023 - SKU 01	Smart portable speaker with Wi-Fi, Bluetooth and room filling sound. Category: speaker. Brand: Sonos. Color: Graphite. Configuration: 1TB.	2279.50
2851	Canon EOS R50 1TB Graphite 2023 - SKU 01	Mirrorless camera for content creators, travel photography and sharp video recording. Category: camera. Brand: Canon. Color: Graphite. Configuration: 1TB.	2316.69
2852	Sony Alpha ZV-E10 1TB Graphite 2023 - SKU 01	Creator focused mirrorless camera with interchangeable lenses and strong video features. Category: camera. Brand: Sony. Color: Graphite. Configuration: 1TB.	2353.88
2853	GoPro Hero 12 Black 1TB Graphite 2023 - SKU 01	Rugged action camera for sports, travel, vlogging and stabilized video. Category: action camera. Brand: GoPro. Color: Graphite. Configuration: 1TB.	2390.07
2854	DJI Osmo Action 4 1TB Graphite 2023 - SKU 01	Durable action camera with strong low light video and stabilization. Category: action camera. Brand: DJI. Color: Graphite. Configuration: 1TB.	2427.26
2855	Nintendo Switch OLED 1TB Graphite 2023 - SKU 01	Portable and dockable game console with OLED screen and family friendly games. Category: game console. Brand: Nintendo. Color: Graphite. Configuration: 1TB.	64.45
2856	Sony PlayStation 5 Slim 1TB Graphite 2023 - SKU 01	Home game console with fast storage, 4K gaming and immersive controller feedback. Category: game console. Brand: Sony. Color: Graphite. Configuration: 1TB.	101.64
2857	Microsoft Xbox Series X 1TB Graphite 2023 - SKU 01	Powerful home console for 4K gaming, streaming and Game Pass titles. Category: game console. Brand: Microsoft. Color: Graphite. Configuration: 1TB.	138.83
2858	Logitech MX Master 3S 1TB Graphite 2023 - SKU 01	Ergonomic wireless mouse for productivity, precision scrolling and multi device control. Category: mouse. Brand: Logitech. Color: Graphite. Configuration: 1TB.	175.02
2859	Logitech MX Keys S 1TB Graphite 2023 - SKU 01	Low profile wireless keyboard with quiet typing, backlight and multi device pairing. Category: keyboard. Brand: Logitech. Color: Graphite. Configuration: 1TB.	212.21
2860	Razer DeathAdder V3 1TB Graphite 2023 - SKU 01	Lightweight gaming mouse with fast sensor, ergonomic shape and precise tracking. Category: gaming mouse. Brand: Razer. Color: Graphite. Configuration: 1TB.	249.40
2861	Corsair K70 RGB Pro 1TB Graphite 2023 - SKU 01	Mechanical gaming keyboard with fast switches, RGB lighting and durable build. Category: gaming keyboard. Brand: Corsair. Color: Graphite. Configuration: 1TB.	286.59
2862	LG OLED C3 55 Inch 1TB Graphite 2023 - SKU 01	OLED smart TV with deep blacks, fast gaming response and cinematic picture quality. Category: television. Brand: LG. Color: Graphite. Configuration: 1TB.	323.78
2863	Samsung QLED Q80C 65 Inch 1TB Graphite 2023 - SKU 01	Bright QLED smart TV for sports, movies, gaming and everyday streaming. Category: television. Brand: Samsung. Color: Graphite. Configuration: 1TB.	360.97
2864	Sony Bravia XR A80L 1TB Graphite 2023 - SKU 01	Premium OLED TV with cinematic processing, rich contrast and smart streaming apps. Category: television. Brand: Sony. Color: Graphite. Configuration: 1TB.	397.16
2865	Anker 737 Power Bank 1TB Graphite 2023 - SKU 01	High capacity portable charger for laptops, phones, tablets and travel. Category: power bank. Brand: Anker. Color: Graphite. Configuration: 1TB.	434.35
2866	Belkin BoostCharge Pro 1TB Graphite 2023 - SKU 01	Fast wireless charging stand for phones, earbuds and everyday desk use. Category: charger. Brand: Belkin. Color: Graphite. Configuration: 1TB.	471.54
2867	TP-Link Archer AX55 1TB Graphite 2023 - SKU 01	Wi-Fi 6 router for faster home networking, streaming and online gaming. Category: router. Brand: TP-Link. Color: Graphite. Configuration: 1TB.	508.73
2868	Netgear Nighthawk AX8 1TB Graphite 2023 - SKU 01	High performance router with wide coverage and fast Wi-Fi 6 connectivity. Category: router. Brand: Netgear. Color: Graphite. Configuration: 1TB.	545.92
2869	Eero 6 Plus Mesh Wi-Fi 1TB Graphite 2023 - SKU 01	Mesh Wi-Fi system for whole home coverage and simple network management. Category: mesh router. Brand: Eero. Color: Graphite. Configuration: 1TB.	582.11
2870	Kindle Paperwhite 1TB Graphite 2023 - SKU 01	Water resistant e-reader with sharp display, warm light and long battery life. Category: e-reader. Brand: Kindle. Color: Graphite. Configuration: 1TB.	619.30
2871	Garmin Forerunner 265 1TB Graphite 2023 - SKU 01	Running smartwatch with AMOLED display, training metrics and health tracking. Category: smartwatch. Brand: Garmin. Color: Graphite. Configuration: 1TB.	656.49
2872	Apple Watch Series 9 1TB Graphite 2023 - SKU 01	Smartwatch with fitness tracking, notifications, health sensors and bright display. Category: smartwatch. Brand: Apple. Color: Graphite. Configuration: 1TB.	693.68
2873	Samsung Galaxy Watch6 1TB Graphite 2023 - SKU 01	Android smartwatch with health tracking, notifications and everyday fitness tools. Category: smartwatch. Brand: Samsung. Color: Graphite. Configuration: 1TB.	730.87
2874	Fitbit Charge 6 1TB Graphite 2023 - SKU 01	Slim fitness tracker with heart rate, sleep tracking and Google app support. Category: fitness tracker. Brand: Fitbit. Color: Graphite. Configuration: 1TB.	767.06
2875	Dyson V15 Detect 1TB Graphite 2023 - SKU 01	Cordless vacuum with strong suction, laser dust detection and smart cleaning modes. Category: vacuum. Brand: Dyson. Color: Graphite. Configuration: 1TB.	804.25
2876	iRobot Roomba j7 1TB Graphite 2023 - SKU 01	Robot vacuum with obstacle detection, smart mapping and automatic cleaning schedules. Category: robot vacuum. Brand: iRobot. Color: Graphite. Configuration: 1TB.	841.44
2877	Shark Ninja Foodi DualZone 1TB Graphite 2023 - SKU 01	Dual basket air fryer for fast meals, crisp texture and flexible cooking. Category: air fryer. Brand: Shark. Color: Graphite. Configuration: 1TB.	878.63
2878	Instant Pot Duo Plus 1TB Graphite 2023 - SKU 01	Multi cooker for pressure cooking, slow cooking, rice, soups and easy dinners. Category: pressure cooker. Brand: Instant Pot. Color: Graphite. Configuration: 1TB.	915.82
2879	Nespresso Vertuo Next 1TB Graphite 2023 - SKU 01	Capsule coffee machine for espresso, coffee and simple home brewing. Category: coffee maker. Brand: Nespresso. Color: Graphite. Configuration: 1TB.	952.01
2880	Breville Barista Express 1TB Graphite 2023 - SKU 01	Home espresso machine with grinder, steam wand and cafe style drinks. Category: espresso machine. Brand: Breville. Color: Graphite. Configuration: 1TB.	989.20
2881	Apple iPhone 15 Pro 1TB Midnight 2023 - SKU 01	A premium smartphone with advanced camera, fast processor, OLED display and all day battery. Category: smartphone. Brand: Apple. Color: Midnight. Configuration: 1TB.	1026.39
2882	Apple iPhone 14 1TB Midnight 2023 - SKU 01	A reliable smartphone with sharp display, strong camera quality and smooth everyday performance. Category: smartphone. Brand: Apple. Color: Midnight. Configuration: 1TB.	1063.58
2883	Apple MacBook Air M3 1TB Midnight 2023 - SKU 01	A lightweight laptop for work, school, travel, coding and creative productivity. Category: laptop. Brand: Apple. Color: Midnight. Configuration: 1TB.	1100.77
2884	Apple iPad Air 1TB Midnight 2023 - SKU 01	A thin tablet for streaming, note taking, drawing and mobile productivity. Category: tablet. Brand: Apple. Color: Midnight. Configuration: 1TB.	1137.96
2885	Samsung Galaxy S24 Ultra 1TB Midnight 2023 - SKU 01	A flagship Android phone with bright display, zoom camera and high performance chipset. Category: smartphone. Brand: Samsung. Color: Midnight. Configuration: 1TB.	1174.15
2886	Samsung Galaxy A55 1TB Midnight 2023 - SKU 01	A mid range Android phone with AMOLED display, strong battery life and clean design. Category: smartphone. Brand: Samsung. Color: Midnight. Configuration: 1TB.	1211.34
2887	Samsung Galaxy Tab S9 1TB Midnight 2023 - SKU 01	A premium Android tablet for media, drawing, multitasking and business use. Category: tablet. Brand: Samsung. Color: Midnight. Configuration: 1TB.	1248.53
2888	Google Pixel 8 Pro 1TB Midnight 2023 - SKU 01	A camera focused Android phone with AI features and clean software experience. Category: smartphone. Brand: Google. Color: Midnight. Configuration: 1TB.	1285.72
2889	Google Pixel 7a 1TB Midnight 2023 - SKU 01	A compact Android phone with excellent camera quality and reliable battery life. Category: smartphone. Brand: Google. Color: Midnight. Configuration: 1TB.	1322.91
2890	OnePlus 12 1TB Midnight 2023 - SKU 01	A fast Android phone with smooth display, rapid charging and flagship performance. Category: smartphone. Brand: OnePlus. Color: Midnight. Configuration: 1TB.	1359.10
2891	Xiaomi Redmi Note 13 Pro 1TB Midnight 2023 - SKU 01	A value smartphone with large display, high resolution camera and long battery life. Category: smartphone. Brand: Xiaomi. Color: Midnight. Configuration: 1TB.	1396.29
2892	Sony Xperia 1 V 1TB Midnight 2023 - SKU 01	A creator focused phone with cinematic display, pro camera controls and rich audio. Category: smartphone. Brand: Sony. Color: Midnight. Configuration: 1TB.	1433.48
2893	Motorola Moto G Power 1TB Midnight 2023 - SKU 01	An affordable phone with large battery, simple software and dependable performance. Category: smartphone. Brand: Motorola. Color: Midnight. Configuration: 1TB.	1470.67
2894	Nokia G50 1TB Midnight 2023 - SKU 01	A durable smartphone with clean Android experience and reliable connectivity. Category: smartphone. Brand: Nokia. Color: Midnight. Configuration: 1TB.	1507.86
2895	Dell XPS 13 1TB Midnight 2023 - SKU 01	A premium ultrabook with compact chassis, sharp screen and excellent keyboard. Category: laptop. Brand: Dell. Color: Midnight. Configuration: 1TB.	1544.05
2896	Dell XPS 15 1TB Midnight 2023 - SKU 01	A powerful laptop for creators, developers and professionals who need extra performance. Category: laptop. Brand: Dell. Color: Midnight. Configuration: 1TB.	1581.24
2897	HP Spectre x360 1TB Midnight 2023 - SKU 01	A convertible laptop with touchscreen, premium design and flexible productivity modes. Category: laptop. Brand: HP. Color: Midnight. Configuration: 1TB.	1618.43
2898	HP Pavilion 15 1TB Midnight 2023 - SKU 01	A practical laptop for office work, study, streaming and everyday home use. Category: laptop. Brand: HP. Color: Midnight. Configuration: 1TB.	1655.62
2899	Lenovo ThinkPad X1 Carbon 1TB Midnight 2023 - SKU 01	A business laptop with durable build, excellent keyboard and lightweight design. Category: laptop. Brand: Lenovo. Color: Midnight. Configuration: 1TB.	1692.81
2900	Lenovo Yoga 7i 1TB Midnight 2023 - SKU 01	A flexible 2 in 1 laptop with touchscreen, long battery life and portable design. Category: laptop. Brand: Lenovo. Color: Midnight. Configuration: 1TB.	1729.00
2901	Asus ROG Zephyrus G14 1TB Midnight 2023 - SKU 01	A compact gaming laptop with strong graphics, fast display and portable power. Category: gaming laptop. Brand: Asus. Color: Midnight. Configuration: 1TB.	1766.19
2902	Acer Swift Go 14 1TB Midnight 2023 - SKU 01	A slim laptop for students, remote workers and productivity on the move. Category: laptop. Brand: Acer. Color: Midnight. Configuration: 1TB.	1803.38
